Accession,Organism_Name,Species,Genus,Family,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
NC_008184,Tursiops truncatus papillomavirus 2,Upsilonpapillomavirus 2,Upsilonpapillomavirus,Papillomaviridae,,,7866,complete,,Tursiops truncatus,,"Rehtanz,M., Ghim,S.J., Rector,A., Van Ranst,M., Fair,P.A., Bossart,G.D., Jenson,A.B., Ghim,S.-J.",,2006-06-21,dsDNA
NC_008188,human papillomavirus 103,Gammapapillomavirus 6,Gammapapillomavirus,Papillomaviridae,,Qv33725,7263,complete,Costa Rica,,cervix,"Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Burk,R.D.",,2006-06-21,dsDNA
NC_008189,Human papillomavirus type 101,Gammapapillomavirus 6,Gammapapillomavirus,Papillomaviridae,,Qv23954,7259,complete,Costa Rica,,cervix,"Chen,Z., Schiffman,M., Herrero,R., Desalle,R., Burk,R.D.",,2006-06-21,dsDNA
NC_008190,Raphanus sativus cryptic virus 1,Raphanus sativus cryptic virus 1,,Partitiviridae,,,1791,complete,China,Raphanus sativus,,"Chen,L., Chen,J.S., Liu,L., Yu,X., Yu,S., Fu,T.Z., Liu,W.H., Chen,J., Zhang,H.",,2006-06-21,dsRNA
NC_008191,Raphanus sativus cryptic virus 1,Raphanus sativus cryptic virus 1,,Partitiviridae,,,1866,complete,China,Raphanus sativus,,"Chen,L., Chen,J.S., Liu,L., Yu,X., Yu,S., Fu,T.Z., Liu,W.H., Chen,J., Fu,T., Wang,C., Lang,Q.",,2006-06-21,dsRNA
NC_008195,Mycobacterium phage Cooper,Coopervirus cooper,Coopervirus,,,,70654,complete,,Mycobacterium,,"Hatfull,G.F., Pedulla,M.L., Jacobs-Sera,D., Cichon,P.M., Foley,A., Ford,M.E., Gonda,R.M., Houtz,J.M., Hryckowian,A.J., Kelchner,V.A., Namburi,S., Pajcini,K.V., Popovich,M.G., Schleicher,D.T., Simanek,B.Z., Smith,A.L., Zdanowicz,G.M., Kumar,V., Peebles,C.L., Jacobs,W.R. Jr., Lawrence,J.G., Hendrix,R.W., Brucker,W.",,2006-06-21,dsDNA
NC_008196,Mycobacterium phage Llij,Cheoctovirus llij,Cheoctovirus,,,,56852,complete,,Mycobacterium,,"Hatfull,G.F., Pedulla,M.L., Jacobs-Sera,D., Cichon,P.M., Foley,A., Ford,M.E., Gonda,R.M., Houtz,J.M., Hryckowian,A.J., Kelchner,V.A., Namburi,S., Pajcini,K.V., Popovich,M.G., Schleicher,D.T., Simanek,B.Z., Smith,A.L., Zdanowicz,G.M., Kumar,V., Peebles,C.L., Jacobs,W.R. Jr., Lawrence,J.G., Hendrix,R.W.",,2006-06-21,dsDNA
NC_008197,Mycobacterium phage Orion,Pegunavirus Pg1,Pegunavirus,,,,68427,complete,,Mycobacterium,,"Hatfull,G.F., Pedulla,M.L., Jacobs-Sera,D., Cichon,P.M., Foley,A., Ford,M.E., Gonda,R.M., Houtz,J.M., Hryckowian,A.J., Kelchner,V.A., Namburi,S., Pajcini,K.V., Popovich,M.G., Schleicher,D.T., Simanek,B.Z., Smith,A.L., Zdanowicz,G.M., Kumar,V., Peebles,C.L., Jacobs,W.R. Jr., Lawrence,J.G., Hendrix,R.W.",,2006-06-21,dsDNA
NC_008202,Mycobacterium phage Halo,Liefievirus halo,Liefievirus,,,,42289,complete,,Mycobacterium,,"Hatfull,G.F., Pedulla,M.L., Jacobs-Sera,D., Cichon,P.M., Foley,A., Ford,M.E., Gonda,R.M., Houtz,J.M., Hryckowian,A.J., Kelchner,V.A., Namburi,S., Pajcini,K.V., Popovich,M.G., Schleicher,D.T., Simanek,B.Z., Smith,A.L., Zdanowicz,G.M., Kumar,V., Peebles,C.L., Jacobs,W.R. Jr., Lawrence,J.G., Hendrix,R.W., Simanek,B.",,2006-06-21,dsDNA
NC_008203,Mycobacterium phage Che12,Fromanvirus Che12,Fromanvirus,,,,52047,complete,,Mycobacterium,,"Hatfull,G.F., Pedulla,M.L., Jacobs-Sera,D., Cichon,P.M., Foley,A., Ford,M.E., Gonda,R.M., Houtz,J.M., Hryckowian,A.J., Kelchner,V.A., Namburi,S., Pajcini,K.V., Popovich,M.G., Schleicher,D.T., Simanek,B.Z., Smith,A.L., Zdanowicz,G.M., Kumar,V., Peebles,C.L., Jacobs,W.R. Jr., Lawrence,J.G., Hendrix,R.W., Vanaja,K.",,2006-06-21,dsDNA
NC_008207,Mycobacterium phage Catera,Bixzunavirus Bxz1,Bixzunavirus,,,,153766,complete,,Mycobacterium,,"Hatfull,G.F., Pedulla,M.L., Jacobs-Sera,D., Cichon,P.M., Foley,A., Ford,M.E., Gonda,R.M., Houtz,J.M., Hryckowian,A.J., Kelchner,V.A., Namburi,S., Pajcini,K.V., Popovich,M.G., Schleicher,D.T., Simanek,B.Z., Smith,A.L., Zdanowicz,G.M., Kumar,V., Peebles,C.L., Jacobs,W.R. Jr., Lawrence,J.G., Hendrix,R.W.",,2006-06-21,dsDNA
NC_008187,Invertebrate iridescent virus 3,Chloriridovirus aedes1,Chloriridovirus,Iridoviridae,,,191100,complete,USA: Florida,Ochlerotatus taeniorhynchus,larva,"Delhon,G., Tulman,E.R., Afonso,C.L., Lu,Z., Becnel,J.J., Moser,B.A., Kutish,G.F., Rock,D.L.",,2006-06-20,dsDNA
NC_008193,Pasteurella phage F108,Irtavirus F108,Irtavirus,Peduoviridae,,,30505,complete,,Pasteurella multocida,,"Campoy,S., Aranda,J., Alvarez,G., Barbe,J., Llagostera,M.",,2006-06-20,dsDNA
NC_008194,Mycobacterium phage 244,Kostyavirus kv244,Kostyavirus,,,,74483,complete,,Mycobacterium,,"Hatfull,G.F., Pedulla,M.L., Jacobs-Sera,D., Cichon,P.M., Foley,A., Ford,M.E., Gonda,R.M., Houtz,J.M., Hryckowian,A.J., Kelchner,V.A., Namburi,S., Pajcini,K.V., Popovich,M.G., Schleicher,D.T., Simanek,B.Z., Smith,A.L., Zdanowicz,G.M., Kumar,V., Peebles,C.L., Jacobs,W.R. Jr., Lawrence,J.G., Hendrix,R.W.",,2006-06-20,dsDNA
NC_008201,Mannheimia phage PHL101,Baylorvirus PHL101,Baylorvirus,Peduoviridae,,,34525,complete,,Mannheimia haemolytica,,"Highlander,S.K., Weissenberger,S., Alvarez,L.E., Weinstock,G.M., Berget,P.B., Weissenberger,S.R.",,2006-06-20,dsDNA
NC_008208,Aeromonas phage 25,Tulanevirus bteighttwo,Tulanevirus,Straboviridae,,,161475,complete,,Aeromonas salmonicida,,"Petrov,V.M., Nolan,J.M., Bertrand,C., Levy,D., Desplats,C., Krisch,H.M., Karam,J.D.",,2006-06-20,dsDNA
NC_008168,Choristoneura fumiferana granulovirus,Betabaculovirus chofumiferanae,Betabaculovirus,Baculoviridae,,,104710,complete,,,,"Escasa,S.R., Lauzon,H.A., Mathur,A.C., Krell,P.J., Arif,B.M., Lauzon,H.A.M.",,2006-06-19,dsDNA
NC_008169,Citrus leprosis virus C,Cilevirus leprosis,Cilevirus,Kitaviridae,,Cordeiropolis,8745,complete,Brazil,Citrus sinensis,,"Locali-Fabris,E.C., Freitas-Astua,J., Souza,A.A., Takita,M.A., Astua-Monge,G., Antonioli-Luizon,R., Rodrigues,V., Targon,M.L., Machado,M.A., Locali,E.C., Targon,M.L.P.N.",,2006-06-19,ssRNA(+)
NC_008170,Citrus leprosis virus C,Cilevirus leprosis,Cilevirus,Kitaviridae,,Cordeiropolis,4986,complete,Brazil,Citrus sinensis,,"Locali-Fabris,E.C., Freitas-Astua,J., Souza,A.A., Takita,M.A., Astua-Monge,G., Antonioli-Luizon,R., Rodrigues,V., Targon,M.L., Machado,M.A., Locali,E.C., Targon,M.L.P.N.",,2006-06-19,ssRNA(+)
NC_008171,Micromonas pusilla reovirus,Mimoreovirus micromonadis,Mimoreovirus,Sedoreoviridae,,,5792,complete,Netherlands,Micromonas pusilla,,"Attoui,H., Jaafar,F.M., Belhouchet,M., de Micco,P., de Lamballerie,X., Brussaard,C.P., Mohd Jaafar,F., De Micco,P., De Lamballerie,X., Brussaard,C.",,2006-06-17,dsRNA
NC_008172,Micromonas pusilla reovirus,Mimoreovirus micromonadis,Mimoreovirus,Sedoreoviridae,,,4175,complete,Netherlands,Micromonas pusilla,,"Attoui,H., Jaafar,F.M., Belhouchet,M., de Micco,P., de Lamballerie,X., Brussaard,C.P., Mohd Jaafar,F., De Micco,P., De Lamballerie,X., Brussaard,C.",,2006-06-17,dsRNA
NC_008173,Micromonas pusilla reovirus,Mimoreovirus micromonadis,Mimoreovirus,Sedoreoviridae,,,3129,complete,Netherlands,Micromonas pusilla,,"Attoui,H., Jaafar,F.M., Belhouchet,M., de Micco,P., de Lamballerie,X., Brussaard,C.P., Mohd Jaafar,F., De Micco,P., De Lamballerie,X., Brussaard,C.",,2006-06-17,dsRNA
NC_008174,Micromonas pusilla reovirus,Mimoreovirus micromonadis,Mimoreovirus,Sedoreoviridae,,,2833,complete,Netherlands,Micromonas pusilla,,"Attoui,H., Jaafar,F.M., Belhouchet,M., de Micco,P., de Lamballerie,X., Brussaard,C.P., Mohd Jaafar,F., De Micco,P., De Lamballerie,X., Brussaard,C.",,2006-06-17,dsRNA
NC_008175,Micromonas pusilla reovirus,Mimoreovirus micromonadis,Mimoreovirus,Sedoreoviridae,,,2027,complete,Netherlands,Micromonas pusilla,,"Attoui,H., Jaafar,F.M., Belhouchet,M., de Micco,P., de Lamballerie,X., Brussaard,C.P., Mohd Jaafar,F., De Micco,P., De Lamballerie,X., Brussaard,C.",,2006-06-17,dsRNA
NC_008176,Micromonas pusilla reovirus,Mimoreovirus micromonadis,Mimoreovirus,Sedoreoviridae,,,1687,complete,Netherlands,Micromonas pusilla,,"Attoui,H., Jaafar,F.M., Belhouchet,M., de Micco,P., de Lamballerie,X., Brussaard,C.P., Mohd Jaafar,F., De Micco,P., De Lamballerie,X., Brussaard,C.",,2006-06-17,dsRNA
NC_008177,Micromonas pusilla reovirus,Mimoreovirus micromonadis,Mimoreovirus,Sedoreoviridae,,,1556,complete,Netherlands,Micromonas pusilla,,"Attoui,H., Jaafar,F.M., Belhouchet,M., de Micco,P., de Lamballerie,X., Brussaard,C.P., Mohd Jaafar,F., De Micco,P., De Lamballerie,X., Brussaard,C.",,2006-06-17,dsRNA
NC_008178,Micromonas pusilla reovirus,Mimoreovirus micromonadis,Mimoreovirus,Sedoreoviridae,,,1449,complete,Netherlands,Micromonas pusilla,,"Attoui,H., Jaafar,F.M., Belhouchet,M., de Micco,P., de Lamballerie,X., Brussaard,C.P., Mohd Jaafar,F., De Micco,P., De Lamballerie,X., Brussaard,C.",,2006-06-17,dsRNA
NC_008179,Micromonas pusilla reovirus,Mimoreovirus micromonadis,Mimoreovirus,Sedoreoviridae,,,1296,complete,Netherlands,Micromonas pusilla,,"Attoui,H., Jaafar,F.M., Belhouchet,M., de Micco,P., de Lamballerie,X., Brussaard,C.P., Mohd Jaafar,F., De Micco,P., De Lamballerie,X., Brussaard,C.",,2006-06-17,dsRNA
NC_008180,Micromonas pusilla reovirus,Mimoreovirus micromonadis,Mimoreovirus,Sedoreoviridae,,,878,complete,Netherlands,Micromonas pusilla,,"Attoui,H., Jaafar,F.M., Belhouchet,M., de Micco,P., de Lamballerie,X., Brussaard,C.P., Mohd Jaafar,F., De Micco,P., De Lamballerie,X., Brussaard,C.",,2006-06-17,dsRNA
NC_008181,Micromonas pusilla reovirus,Mimoreovirus micromonadis,Mimoreovirus,Sedoreoviridae,,,741,complete,Netherlands,Micromonas pusilla,,"Attoui,H., Jaafar,F.M., Belhouchet,M., de Micco,P., de Lamballerie,X., Brussaard,C.P., Mohd Jaafar,F., De Micco,P., De Lamballerie,X., Brussaard,C.",,2006-06-17,dsRNA
NC_008182,Black raspberry necrosis virus,Sadwavirus rubi,Sadwavirus,Secoviridae,,BRDaV-1,7581,complete,USA,,,"Halgren,A., Tzanetakis,I.E., Martin,R.R., Halgren,A.B.",,2006-06-17,ssRNA(+)
NC_008183,Black raspberry necrosis virus,Sadwavirus rubi,Sadwavirus,Secoviridae,,BRDaV-1,6364,complete,USA,,,"Halgren,A., Tzanetakis,I.E., Martin,R.R., Halgren,A.B.",,2006-06-17,ssRNA(+)
NC_008152,Escherichia phage K1-5,Vectrevirus K15,Vectrevirus,Autosignataviridae,,,44385,complete,,Escherichia,,"Scholl,D., Kieleczawa,J., Kemp,P., Rush,J., Richardson,C.C., Merril,C., Adhya,S., Molineux,I.J., Merril,C.R., Rogers,S., Richardson,C., Molineux,I.",,2006-06-13,dsDNA
NC_008056,Sida mosaic Sinaloa virus,Begomovirus sidasinaloaense,Begomovirus,Geminiviridae,,Sinaloa,2577,complete,Mexico,,,"Mauricio-Castillo,J.A., Mendez-Lozano,J., Arguello-Astorga,G.R.",,2006-06-07,ssDNA(+/-)
NC_008057,Tomato golden mottle virus,Begomovirus solanumaureivariati,Begomovirus,Geminiviridae,,SLP,2558,complete,Mexico: San Luis Potosi,Solanum lycopersicum,,"Mauricio-Castillo,J.A., Arguello-Astorga,G.R., Alpuche-Solis,A.G.",2005,2006-06-07,ssDNA(+/-)
NC_008058,Tomato golden mottle virus,Begomovirus solanumaureivariati,Begomovirus,Geminiviridae,,Rioverde-SLP,2614,complete,Mexico,Solanum lycopersicum,,"Mauricio-Castillo,J.A., Arguello-Astorga,G.R., Gregorio-Jorge,J., Ambriz-Granados,S., Alpuche-Solis,A.G., Monreal-Vargas,C.T.",2005,2006-06-07,ssDNA(+/-)
NC_008059,Sida mosaic Sinaloa virus,Begomovirus sidasinaloaense,Begomovirus,Geminiviridae,,Guasave-Sinaloa,2605,complete,Mexico,,,"Mauricio-Castillo,J.A., Arguello-Astorga,G.R., Mendez-Lozano,J.",2005,2006-06-07,ssDNA(+/-)
NC_008094,Y73 sarcoma virus,Alpharetrovirus aviY73sar,Alpharetrovirus,Retroviridae,,,5188,complete,,,lesion_tumor,"Yatsula,B.A., Geryk,J., Briestanska,J., Karakoz,I., Svoboda,J., Rynditch,A.V., Calothy,G., Dezelee,P.",,2006-06-07,ssRNA-RT
NC_008037,Prune dwarf virus,Ilarvirus PDV,Ilarvirus,Bromoviridae,,,2593,complete,,,,"Scott,S.W., Zimmerman,M.T.",,2006-05-18,ssRNA(+)
NC_008038,Prune dwarf virus,Ilarvirus PDV,Ilarvirus,Bromoviridae,,,2129,complete,,,,"Bachman,E.J., Scott,S.W., Xin,G., Vance,V.B.",,2006-05-18,ssRNA(+)
NC_008039,Prune dwarf virus,Ilarvirus PDV,Ilarvirus,Bromoviridae,,Salmo BC cherry,3374,complete,,Prunus,,"Rampitsch,C., Eastwell,K.C.",,2006-05-18,ssRNA(+)
NC_008040,Redspotted grouper nervous necrosis virus,Betanodavirus epinepheli,Betanodavirus,Nodaviridae,,,3105,complete,,,,"Iwamoto,T., Okinaka,Y., Mise,K., Mori,K.I., Arimoto,M., Okuno,T., Nakai,T.",,2006-05-18,ssRNA(+)
NC_008041,Redspotted grouper nervous necrosis virus,Betanodavirus epinepheli,Betanodavirus,Nodaviridae,,,1434,complete,,,,"Iwamoto,T., Okinaka,Y., Mise,K., Mori,K.I., Arimoto,M., Okuno,T., Nakai,T.",,2006-05-18,ssRNA(+)
NC_008028,Daphne mosaic virus,Potyvirus daphnis,Potyvirus,Potyviridae,,,9548,complete,Czech Republic,Daphne mezereum,,"Petrzik,K., Franova,J.",,2006-05-16,ssRNA(+)
NC_008029,Homalodisca coagulata virus 1,Triatovirus hocoagulatae,Triatovirus,Dicistroviridae,,,9345,complete,,Homalodisca vitripennis,,"Hunnicutt,L.E., Hunter,W.B., Cave,R.D., Powell,C.A., Mozoruk,J.J.",,2006-05-16,ssRNA(+)
NC_008030,Nile crocodilepox virus,Crocodylidpoxvirus nilecrocodilepox,Crocodylidpoxvirus,Poxviridae,,,190054,complete,Zimbabwe,Crocodylus niloticus,"oronasopharynx, lesion","Afonso,C.L., Tulman,E.R., Delhon,G., Lu,Z., Viljoen,G.J., Wallace,D.B., Kutish,G.F., Rock,D.L.",2001,2006-05-16,dsDNA
NC_008032,Capra hircus papillomavirus 1,Phipapillomavirus 1,Phipapillomavirus,Papillomaviridae,,,7542,complete,Belgium,,skin,"Van Doorslaer,K., Rector,A., Vos,P., Van Ranst,M.",,2006-05-16,dsDNA
NC_008033,Starling circovirus,Circovirus starling,Circovirus,Circoviridae,,,2063,complete,,Sturnus vulgaris,,"Johne,R., Fernandez-de-Luco,D., Hofle,U., Muller,H.",,2006-05-16,ssDNA(+/-)
NC_008034,Dracaena mottle virus,Badnavirus maculadracaenae,Badnavirus,Caulimoviridae,,,7531,complete,China,Dracaena sanderiana,,"Su,L., Gao,S., Huang,Y., Ji,C., Wang,D., Ma,Y., Fang,R., Chen,X., Xu,S.",,2006-05-16,dsDNA-RT
NC_008035,Antheraea pernyi nucleopolyhedrovirus,Alphabaculovirus anpernyi,Alphabaculovirus,Baculoviridae,,,126629,complete,,,,"Nie,Z.M., Zhang,Z.F., Wang,D., He,P.A., Jiang,C.Y., Song,L., Chen,F., Xu,J., Yang,L., Yu,L.L., Chen,J., Lv,Z.B., Lu,J.J., Wu,X.F., Zhang,Y.Z.",,2006-05-16,dsDNA
NC_008018,Banana streak virus Acuminata Yunnan,Banana streak virus,Badnavirus,Caulimoviridae,,Acuminata Yunnan,7722,complete,China,Musa,,"Zhuang,J., Wang,J.H., Zhang,X., Liu,Z.X., Liu,Z.-X.",,2006-05-10,dsDNA-RT
NC_008017,Sugarcane bacilliform MO virus,Badnavirus deltasacchari,Badnavirus,Caulimoviridae,,,7568,complete,,,,"Bouhida,M., Lockhart,B.E., Olszewski,N.E.",,2006-05-09,dsDNA-RT
NC_008020,Daphne virus S,Carlavirus sigmadaphnis,Carlavirus,Betaflexiviridae,,,8739,complete,,Daphne odora,,"Lee,B.Y., Min,B.E., Ha,J.H., Lee,M.Y., Paek,K.H., Ryu,K.H., Ryu,K.",,2006-05-09,ssRNA(+)
NC_007985,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,12098,complete,,Campoletis sonorensis,,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.",,2006-05-05,dsDNA
NC_007986,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,7276,complete,,Campoletis sonorensis,,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.",,2006-05-05,dsDNA
NC_007987,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,6567,complete,,Campoletis sonorensis,,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.",,2006-05-05,dsDNA
NC_007988,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,7760,complete,,Campoletis sonorensis,,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.",,2006-05-05,dsDNA
NC_007989,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,8284,complete,,Campoletis sonorensis,,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.",,2006-05-05,dsDNA
NC_007990,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,8171,complete,,Campoletis sonorensis,,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.",,2006-05-05,dsDNA
NC_007991,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,8315,complete,,Campoletis sonorensis,,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.",,2006-05-05,dsDNA
NC_007992,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,8600,complete,,Campoletis sonorensis,,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.",,2006-05-05,dsDNA
NC_007993,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,9155,complete,,Campoletis sonorensis,,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.",,2006-05-05,dsDNA
NC_007994,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,9391,complete,,Campoletis sonorensis,,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.",,2006-05-05,dsDNA
NC_007995,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,8864,complete,,Campoletis sonorensis,,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.",,2006-05-05,dsDNA
NC_007996,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,10223,complete,,Campoletis sonorensis,,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.",,2006-05-05,dsDNA
NC_007998,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,11285,complete,,Campoletis sonorensis,,"Webb,B.A., Lindstrom,K.G.",,2006-05-05,dsDNA
NC_007999,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,11841,complete,,Campoletis sonorensis,,"Webb,B.A., Lindstrom,K.G.",,2006-05-05,dsDNA
NC_008000,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,14531,complete,,Campoletis sonorensis,,"Webb,B.A., Lindstrom,K.G.",,2006-05-05,dsDNA
NC_008001,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,14825,complete,,Campoletis sonorensis,,"Webb,B.A., Lindstrom,K.G.",,2006-05-05,dsDNA
NC_008002,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,19557,complete,,Campoletis sonorensis,,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.",,2006-05-05,dsDNA
NC_008003,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,15510,complete,,Campoletis sonorensis,,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A., Cuit,L., Cui,L.",,2006-05-05,dsDNA
NC_008004,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,7887,complete,,Campoletis sonorensis,,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.",,2006-05-05,dsDNA
NC_008005,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,6283,complete,,Campoletis sonorensis,,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.",,2006-05-05,dsDNA
NC_008006,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,10757,complete,,Campoletis sonorensis,,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.",,2006-05-05,dsDNA
NC_008007,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,15812,complete,,,,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A., Cui,L.",,2006-05-05,dsDNA
NC_008008,Ichnoviriform sonorense,Ichnoviriform sonorense,Ichnoviriform,Polydnaviriformidae,,,7604,complete,,,,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.",,2006-05-05,dsDNA
NC_007967,Streptomyces phage mu1/6,Streptomyces phage mu1/6,,,,,38194,complete,,Kitasatospora aureofaciens,,"Farkasovska,J., Godany,A., Vlcek,C., Klucar,L., Kokavec,J.",,2006-04-20,dsDNA
NC_007965,Merremia mosaic virus,Begomovirus merremiae,Begomovirus,Geminiviridae,,,2557,complete,Puerto Rico,,,"Brown,J.K., Idris,A.M., Torres-Jerez,I., Banks,G.K., Wyatt,S.D.",,2006-04-19,ssDNA(+/-)
