Accession,Host,order,family,genus,species
NC_022766.1,Bacillus pumilus,Bacillales,Bacillaceae,Bacillus,Bacillus pumilus
NC_022767.1,Priestia megaterium,Bacillales,Bacillaceae,Priestia,Priestia megaterium
NC_022769.1,Bacillus thuringiensis,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
NC_022770.1,Priestia megaterium,Bacillales,Bacillaceae,Priestia,Priestia megaterium
NC_022771.1,Bacillus subtilis,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
NC_022772.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_022773.1,Bacillus pumilus,Bacillales,Bacillaceae,Bacillus,Bacillus pumilus
NC_023007.1,Bacillus anthracis,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
NC_023009.1,Staphylococcus aureus,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
NC_022989.1,Lactobacillus delbrueckii,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii
NC_022965.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022966.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_022967.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_022968.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_022969.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022970.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_022971.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_022972.2,Arthrobacter sp.,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp.
NC_022973.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022974.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_022975.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022976.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022977.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022979.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022981.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022982.1,Xylella fastidiosa,Lysobacterales,Lysobacteraceae,Xylella,Xylella fastidiosa
NC_022983.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022984.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022985.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022986.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_022987.1,Xylella fastidiosa,Lysobacterales,Lysobacteraceae,Xylella,Xylella fastidiosa
NC_022988.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022914.1,Staphylococcus saprophyticus,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus saprophyticus
NC_022915.1,Ralstonia solanacearum,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
NC_022916.1,Burkholderia cenocepacia,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia
NC_022917.1,Ralstonia solanacearum,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
NC_022791.1,Streptococcus pneumoniae,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae
NC_022761.1,Bacillus subtilis,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
NC_022776.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_022746.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_022747.1,Vibrio cholerae,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae
NC_022749.1,Shigella flexneri,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri
NC_022750.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_022751.1,Leptolyngbya foveolarum,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya foveolarum
NC_022752.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_022753.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022754.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_022756.1,Lacticaseibacillus paracasei,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei
NC_022757.1,Lacticaseibacillus paracasei,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei
NC_022323.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_022328.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022329.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022330.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022331.2,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022334.1,Cutibacterium acnes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
NC_022335.1,Cutibacterium acnes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
NC_022336.1,Cutibacterium acnes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
NC_022337.1,Cutibacterium acnes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
NC_022338.1,Cutibacterium acnes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
NC_022339.1,Cutibacterium acnes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
NC_022340.1,Cutibacterium acnes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
NC_022341.1,Cutibacterium acnes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
NC_022342.1,Cutibacterium acnes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
NC_022085.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022086.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022087.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022090.1,Staphylococcus aureus,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
NC_022091.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_022094.1,Bacillus anthracis,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
NC_022096.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_022053.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022055.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022057.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022058.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022059.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022060.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022063.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022065.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022066.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022067.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022068.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022069.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_022070.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021783.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_021788.1,Cellulophaga baltica,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
NC_021789.1,Cellulophaga baltica,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
NC_021790.1,Cellulophaga baltica,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
NC_021791.1,Cellulophaga baltica,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
NC_021792.1,Cellulophaga baltica,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
NC_021793.1,Cellulophaga baltica,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
NC_021794.1,Cellulophaga baltica,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
NC_021795.1,Cellulophaga baltica,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
NC_021796.1,Cellulophaga baltica,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
NC_021797.1,Cellulophaga baltica,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
NC_021798.1,Cellulophaga baltica,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
NC_021799.1,Cellulophaga baltica,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
NC_021800.1,Cellulophaga baltica,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
NC_021801.1,Staphylococcus aureus,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
NC_021802.1,Cellulophaga baltica,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
NC_021803.1,Cellulophaga baltica,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
NC_021804.1,Cellulophaga baltica,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
NC_021805.1,Cellulophaga baltica,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
NC_021806.1,Cellulophaga baltica,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
NC_021856.1,Bacillus subtilis,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
NC_021861.1,Lactococcus lactis,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
NC_021862.1,Ralstonia solanacearum,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
NC_021863.1,Staphylococcus aureus,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
NC_021864.1,Candidatus Puniceispirillum marinum,Candidatus Puniceispirillales,Candidatus Puniceispirillaceae,Candidatus Puniceispirillum,Candidatus Puniceispirillum marinum
NC_021865.1,Paenibacillus larvae,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus larvae
NC_021866.1,Ralstonia solanacearum,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
NC_021867.1,Flavobacterium psychrophilum,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum
NC_021868.1,Streptococcus pneumoniae,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae
NC_021772.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_021773.2,Staphylococcus aureus,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
NC_021774.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_021775.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_021776.1,Vibrio parahaemolyticus,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus
NC_021779.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_021780.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_021782.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_021556.1,Mycobacterium tuberculosis,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis
NC_021562.1,Vibrio cholerae,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae
NC_021569.1,Stenotrophomonas maltophilia,Lysobacterales,Lysobacteraceae,Stenotrophomonas,Stenotrophomonas maltophilia
NC_021557.1,Agrobacterium tumefaciens,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens
NC_021558.1,Paenibacillus glucanolyticus,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus glucanolyticus
NC_021559.1,Prochlorococcus marinus,Synechococcales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus
NC_021560.1,Agrobacterium tumefaciens,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens
NC_021561.1,Vibrio sp. YD38,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. YD38
NC_021529.2,Vibrio natriegens,Vibrionales,Vibrionaceae,Vibrio,Vibrio natriegens
NC_021530.1,Synechococcus sp. WH 7803,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803
NC_021531.1,Cronobacter sakazakii,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii
NC_021532.1,Alteromonas macleodii,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii
NC_021533.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021534.1,Vibrio sp. YD38,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. YD38
NC_021535.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021536.1,Synechococcus sp. WH 7803,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803
NC_021538.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021540.1,Vibrio cholerae,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae
NC_021471.1,Haloarcula sinaiiensis,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sinaiiensis
NC_021316.1,Acinetobacter baumannii,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
NC_021318.1,Mycobacterium tuberculosis,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis
NC_021319.1,Haloarcula californiae,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula californiae
NC_021320.1,Halorubrum sp. s5a-3,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum sp. s5a-3
NC_021321.1,Halorubrum sp. B2-2,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum sp. B2-2
NC_021322.1,Haloarcula hispanica,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula hispanica
NC_021323.1,Staphylococcus aureus,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
NC_021324.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021325.1,Clostridium perfringens,Eubacteriales,Clostridiaceae,Clostridium,Clostridium perfringens
NC_021326.1,Staphylococcus aureus,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
NC_021327.1,Haloarcula californiae,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula californiae
NC_021328.1,Halogranum sp. SS5-1,Halobacteriales,Haloferacaceae,Halogranum,Halogranum sp. SS5-1
NC_021329.1,Halorubrum sp. s5a-3,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum sp. s5a-3
NC_021330.1,Haloarcula californiae,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula californiae
NC_021331.1,Shigella flexneri,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri
NC_021332.1,Staphylococcus aureus,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
NC_021334.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021335.1,Halorubrum sp. B2-2,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum sp. B2-2
NC_021336.1,Bacillus mycoides,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides
NC_021337.1,Acinetobacter baumannii,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
NC_021338.1,Mycobacterium tuberculosis,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis
NC_021339.1,Streptomyces lividans,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces lividans
NC_021340.1,Haloarcula hispanica,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula hispanica
NC_021342.2,Edwardsiella ictaluri,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella ictaluri
NC_021343.1,Burkholderia pseudomallei,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei
NC_021344.2,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_021346.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021347.1,Prescottella equi,Mycobacteriales,Nocardiaceae,Prescottella,Prescottella equi
NC_021348.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021349.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021297.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021298.1,Streptomyces lividans,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces lividans
NC_021299.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021300.1,Pseudoalteromonas marina,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas marina
NC_021301.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021302.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021304.1,Streptomyces lividans,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces lividans
NC_021305.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021306.2,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021307.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021308.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021309.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021310.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021311.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021067.1,Vibrio splendidus,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus
NC_021068.1,Aliivibrio fischeri,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio fischeri
NC_021070.1,Vibrio splendidus,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus
NC_021072.1,Synechococcus sp. WH 7803,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803
NC_021073.1,Vibrio splendidus,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus
NC_021061.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_021062.1,Pseudomonas fluorescens,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens
NC_021063.1,Mycobacterium avium,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium
NC_020998.1,Haloarcula hispanica,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula hispanica
NC_020870.1,Leuconostoc pseudomesenteroides,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc pseudomesenteroides
NC_020871.1,Listeria monocytogenes,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
